GeneID	Type	Chromosome	Start	End
KIAA1524	Gene	chr3	108272888	108282888
C3orf85	Gene	chr3	108866571	108876571
nonCoding18348	Noncoding	chr3	110527371	110590649
nonCoding18362,nonCoding18363,nonCoding18364,nonCoding18365,NECTIN3,nonCoding18366	Gene	chr3	110679276	110857252
TMPRSS7	Gene	chr3	111786546	111796546
BTLA	Gene	chr3	112188526	112208526
nonCoding18399	Noncoding	chr3	112845738	112855738
ZBTB20	Gene	chr3	114583378	114593378
ZBTB20	Gene	chr3	114744764	114754764
nonCoding18601	Noncoding	chr3	120209730	120278702
STXBP5L	Gene	chr3	120695884	120783110
STXBP5L	Gene	chr3	120972717	120982717
CASR	Gene	chr3	121903434	121913434
PARP15	Gene	chr3	122298894	122308894
MYLK	Gene	chr3	123466716	123496716
KALRN	Gene	chr3	124293049	124303049
EEFSEC	Gene	chr3	128023341	128033341
nonCoding18731	Noncoding	chr3	128550755	128560755
TMCC1	Gene	chr3	129400747	129599633
NEK11	Gene	chr3	130816976	130856348
nonCoding18767	Noncoding	chr3	131079945	131089945
DNAJC13	Gene	chr3	132133437	132143437
CEP63	Gene	chr3	134257442	134285174
nonCoding18857	Noncoding	chr3	135521985	135556742
nonCoding18887	Noncoding	chr3	136903820	136913820
nonCoding18951	Noncoding	chr3	138134364	138144364
PIK3CB	Gene	chr3	138420625	138454601
PIK3CB	Gene	chr3	138491657	138517830
nonCoding18992	Noncoding	chr3	140435088	140445088
nonCoding19008	Noncoding	chr3	140628149	140638149
TFDP2	Gene	chr3	141749806	141759806
TFDP2	Gene	chr3	141856216	141866216
nonCoding19062,nonCoding19059	Noncoding	chr3	143562623	143635672
nonCoding19155	Noncoding	chr3	145043624	145053624
nonCoding19204	Noncoding	chr3	145743011	145753011
PLSCR1	Gene	chr3	146253967	146263967
nonCoding19306	Noncoding	chr3	147721473	147731473
WWTR1	Gene	chr3	149318389	149328389
WWTR1	Gene	chr3	149387147	149407147
RNF13,ANKUB1	Gene	chr3	149557366	149657328
nonCoding19435	Noncoding	chr3	151215970	151225970
nonCoding19578	Noncoding	chr3	153683347	153693347
nonCoding19579	Noncoding	chr3	153703745	153713745
nonCoding19608	Noncoding	chr3	154425376	154445376
PLCH1	Gene	chr3	155140877	155150877
KCNAB1	Gene	chr3	155783493	155793493
TIPARP	Gene	chr3	156384911	156394911
IQCJ-SCHIP1	Gene	chr3	159364003	159394003
nonCoding19769	Noncoding	chr3	161158096	161168096
nonCoding19789	Noncoding	chr3	161411895	161451169
nonCoding19838	Noncoding	chr3	162184402	162204402
nonCoding19863	Noncoding	chr3	162636340	162646340
nonCoding19920	Noncoding	chr3	163739451	163773772
SI	Gene	chr3	164736394	164746394
nonCoding19975	Noncoding	chr3	164816063	164848595
nonCoding20006	Noncoding	chr3	165434201	165444201
nonCoding20037	Noncoding	chr3	166037920	166047920
nonCoding20106,SERPINI1,nonCoding20102,nonCoding20103	Gene	chr3	167531086	167613097
nonCoding20118	Noncoding	chr3	167813230	167833230
nonCoding20130	Noncoding	chr3	167955560	167965560
nonCoding20134	Noncoding	chr3	167997951	168007951
TNIK	Gene	chr3	170793160	170813160
SPATA16	Gene	chr3	172656684	172666684
nonCoding20252	Noncoding	chr3	173053433	173063433
NAALADL2	Gene	chr3	175271856	175281856
NAALADL2	Gene	chr3	175293657	175303657
nonCoding20382	Noncoding	chr3	177454826	177475991
KCNMB2,AC117457.1	Gene	chr3	178478345	178498345
CCDC39	Gene	chr3	180542612	180572612
nonCoding20495	Noncoding	chr3	180853711	180863711
nonCoding20507	Noncoding	chr3	181035984	181045984
nonCoding20556	Noncoding	chr3	181762711	181772711
nonCoding20557	Noncoding	chr3	181773202	181783202
MCF2L2,B3GNT5	Gene	chr3	182999753	183009753
MCF2L2	Gene	chr3	183073439	183093439
KLHL24	Gene	chr3	183357415	183400961
IGF2BP2	Gene	chr3	185362411	185404923
LPP	Gene	chr3	187955175	187965175
LPP	Gene	chr3	188425123	188435123
nonCoding20742	Noncoding	chr3	188631543	188641543
TPRG1	Gene	chr3	188665825	188696436
nonCoding20795	Noncoding	chr3	190515301	190525301
nonCoding20865,nonCoding20866	Noncoding	chr3	191756347	191776347
FGF12	Gene	chr3	192198506	192208506
MB21D2	Gene	chr3	192587226	192597226
nonCoding20894	Noncoding	chr3	193418149	193428149
LRRC15,CPN2	Gene	chr3	194070545	194090545
ATP13A3	Gene	chr3	194184054	194194054
nonCoding21004	Noncoding	chr3	197329658	197339658
nonCoding21013,nonCoding21015,ZNF732	Gene	chr4	200816	274215
PIGG	Gene	chr4	511507	531507
PDE6B	Gene	chr4	628948	638948
FGFR3,LETM1	Gene	chr4	1809949	1841080
NSD2	Gene	chr4	1900134	1920134
NSD2	Gene	chr4	1940379	1950379
NSD2	Gene	chr4	1973239	1983239
POLN	Gene	chr4	2142095	2233046
ADD1	Gene	chr4	2845991	2855991
nonCoding21034	Noncoding	chr4	3596801	3606801
STK32B	Gene	chr4	5319400	5397828
C4orf50,CRMP1	Gene	chr4	5848518	5975039
nonCoding21133	Noncoding	chr4	8924887	8944887
nonCoding21166	Noncoding	chr4	10355441	10365441
nonCoding21342,nonCoding21343	Noncoding	chr4	13306127	13367824
RAB28	Gene	chr4	13427824	13437824
nonCoding21344,RAB28	Gene	chr4	13457824	13511352
nonCoding21351	Noncoding	chr4	13686328	13696328
LDB2	Gene	chr4	16793177	16803177
LDB2	Gene	chr4	16865868	16875868
QDPR	Gene	chr4	17480536	17490536
NCAPG	Gene	chr4	17824466	17834466
LCORL	Gene	chr4	17898875	17908875
nonCoding21597	Noncoding	chr4	18819068	18839068
nonCoding21662	Noncoding	chr4	19794015	19804015
KCNIP4	Gene	chr4	21494884	21504884
KCNIP4	Gene	chr4	21768849	21778849
KCNIP4	Gene	chr4	21883488	21893488
nonCoding21701	Noncoding	chr4	22013883	22023883
ADGRA3	Gene	chr4	22402095	22412095
nonCoding21723	Noncoding	chr4	22525467	22535467
GBA3	Gene	chr4	22730831	22740831
nonCoding21751	Noncoding	chr4	23072314	23082314
nonCoding22050	Noncoding	chr4	28905683	28915683
nonCoding22103,nonCoding22104	Noncoding	chr4	29741628	29761628
nonCoding22113	Noncoding	chr4	29909531	29985470
nonCoding22130,nonCoding22129,nonCoding22131,nonCoding22137	Noncoding	chr4	30160668	30329669
nonCoding22193	Noncoding	chr4	31588621	31598621
nonCoding22243	Noncoding	chr4	32349484	32429829
nonCoding22259	Noncoding	chr4	32653523	32663523
nonCoding22290,nonCoding22291	Noncoding	chr4	33165695	33216468
nonCoding22299	Noncoding	chr4	33297708	33329090
nonCoding22314	Noncoding	chr4	33504368	33514368
nonCoding22318	Noncoding	chr4	33606300	33616300
nonCoding22325,nonCoding22322	Noncoding	chr4	33649769	33765810
nonCoding22343,nonCoding22344	Noncoding	chr4	33955830	33995830
nonCoding22360,nonCoding22354,nonCoding22355,nonCoding22356,nonCoding22357,nonCoding22358,nonCoding22359,nonCoding22352,nonCoding22353	Noncoding	chr4	34067207	34316634
nonCoding22438,nonCoding22437	Noncoding	chr4	35380651	35400651
nonCoding22457	Noncoding	chr4	35661196	35671196
nonCoding22496	Noncoding	chr4	36621158	36631158
LIMCH1	Gene	chr4	41549960	41598166
TMEM33,nonCoding22656	Gene	chr4	41920341	41976072
SLC30A9	Gene	chr4	42005237	42074028
nonCoding22730	Noncoding	chr4	43725724	43735724
nonCoding22825,nonCoding22826	Noncoding	chr4	45660493	45680493
nonCoding22845,nonCoding22846	Noncoding	chr4	46003984	46023984
nonCoding22857	Noncoding	chr4	46509754	46519754
nonCoding22859	Noncoding	chr4	46529754	46539754
COX7B2	Gene	chr4	46736604	46746604
COX7B2	Gene	chr4	46825584	46835584
CORIN	Gene	chr4	47713885	47723885
FRYL	Gene	chr4	48508745	48518745
FRYL	Gene	chr4	48537209	48557209
FRYL	Gene	chr4	48581762	48591762
OCIAD1	Gene	chr4	48811939	48845878
OCIAD1	Gene	chr4	48855878	48865878
OCIAD2	Gene	chr4	48900028	48910028
SCFD2	Gene	chr4	53765593	53785593
SCFD2	Gene	chr4	54124756	54164756
nonCoding22946	Noncoding	chr4	55376111	55386111
nonCoding22979	Noncoding	chr4	56031613	56051613
nonCoding22981	Noncoding	chr4	56061292	56071292
nonCoding23058	Noncoding	chr4	58456267	58466267
nonCoding23066	Noncoding	chr4	58567668	58577668
nonCoding23138	Noncoding	chr4	59809004	59843124
nonCoding23280,nonCoding23281	Noncoding	chr4	63122681	63147433
nonCoding23333	Noncoding	chr4	64134464	64144464
nonCoding23335	Noncoding	chr4	64199284	64209284
nonCoding23392	Noncoding	chr4	65389556	65399556
nonCoding23586	Noncoding	chr4	69605764	69615764
nonCoding23590	Noncoding	chr4	69666489	69676489
nonCoding23604	Noncoding	chr4	70021361	70031361
UGT2A1	Gene	chr4	70443188	70453188
nonCoding23635	Noncoding	chr4	71210125	71220125
nonCoding23643	Noncoding	chr4	71474843	71484843
RUFY3	Gene	chr4	71571117	71628906
RUFY3,GRSF1	Gene	chr4	71653137	71715940
MOB1B	Gene	chr4	71787304	71797304
NPFFR2	Gene	chr4	72918231	72951746
ADAMTS3	Gene	chr4	73418842	73428842
nonCoding23709	Noncoding	chr4	73783811	73793811
ANKRD17,COX18	Gene	chr4	73917184	73962806
ANKRD17	Gene	chr4	73982806	73992806
ANKRD17	Gene	chr4	74102148	74112148
nonCoding23722	Noncoding	chr4	74190767	74200767
PARM1	Gene	chr4	75858325	75868325
USO1	Gene	chr4	76663218	76690434
ART3,CXCL11	Gene	chr4	76948892	76981334
nonCoding23870,nonCoding23871	Noncoding	chr4	79968033	80010083
C4orf22	Gene	chr4	81845756	81855756
RASGEF1B	Gene	chr4	82670015	82680015
RASGEF1B	Gene	chr4	82739584	82759584
HNRNPD	Gene	chr4	83235670	83279350
nonCoding23975	Noncoding	chr4	83533508	83543508
nonCoding23977	Noncoding	chr4	84108313	84118313
nonCoding23983	Noncoding	chr4	84260939	84270939
nonCoding24030	Noncoding	chr4	85117289	85127289
WDFY3	Gene	chr4	85738901	85748901
nonCoding24069	Noncoding	chr4	86019187	86039187
ARHGAP24	Gene	chr4	86462455	86472455
MAPK10	Gene	chr4	87093847	87125313
MAPK10	Gene	chr4	87149478	87169478
MAPK10	Gene	chr4	87374803	87384803
PTPN13	Gene	chr4	87576857	87635731
PTPN13	Gene	chr4	87705893	87715893
nonCoding24116,nonCoding24115	Noncoding	chr4	88785898	88815898
nonCoding24120	Noncoding	chr4	88861936	88871936
HERC6	Gene	chr4	89354804	89374804
nonCoding24144	Noncoding	chr4	90322760	90332760
CCSER1	Gene	chr4	91061843	91071843
GRID2	Gene	chr4	93861872	93932119
nonCoding24276	Noncoding	chr4	96695135	96705135
nonCoding24333	Noncoding	chr4	97515783	97525783
STPG2	Gene	chr4	98326135	98398041
STPG2	Gene	chr4	98943761	99044073
RAP1GDS1	Gene	chr4	99207123	99217123
RAP1GDS1	Gene	chr4	99275389	99285389
nonCoding24403,nonCoding24404,nonCoding24405	Noncoding	chr4	100146649	100236807
nonCoding24408	Noncoding	chr4	100300489	100310489
BANK1	Gene	chr4	102843866	102853866
SLC9B1,UBE2D3,CISD2	Gene	chr4	103774445	103868879
nonCoding24536	Noncoding	chr4	104936349	104946349
nonCoding24594	Noncoding	chr4	105804023	105814023
ARHGEF38	Gene	chr4	106518450	106528450
GSTCD,INTS12	Gene	chr4	106631628	106651628
GSTCD,INTS12	Gene	chr4	106732692	106742692
NPNT	Gene	chr4	106819528	106829528
NPNT	Gene	chr4	106895658	106905658
nonCoding24651	Noncoding	chr4	107730140	107764615
nonCoding24655	Noncoding	chr4	107796128	107816128
DKK2	Gene	chr4	107861828	107871828
LEF1	Gene	chr4	109053860	109063860
nonCoding24723	Noncoding	chr4	109644752	109654752
COL25A1	Gene	chr4	109868005	109878005
COL25A1	Gene	chr4	110118759	110128759
nonCoding24815	Noncoding	chr4	112635653	112645653
ALPK1	Gene	chr4	113210284	113220284
ANK2	Gene	chr4	114135548	114145548
nonCoding24910,nonCoding24911	Noncoding	chr4	115369495	115389495
nonCoding24945	Noncoding	chr4	116305811	116315811
nonCoding24967	Noncoding	chr4	116594036	116614036
nonCoding24969	Noncoding	chr4	116630748	116640748
nonCoding25008	Noncoding	chr4	117332748	117342748
nonCoding25011	Noncoding	chr4	117383826	117393826
nonCoding25058	Noncoding	chr4	118119950	118129950
nonCoding25099	Noncoding	chr4	118730795	118740795
nonCoding25127	Noncoding	chr4	120591728	120601728
QRFPR	Gene	chr4	122256786	122276786
nonCoding25216	Noncoding	chr4	122326932	122336932
TRPC3	Gene	chr4	122817095	122827095
KIAA1109	Gene	chr4	123115162	123185707
nonCoding25272,nonCoding25273	Noncoding	chr4	123688668	123732535
SPATA5	Gene	chr4	123944317	123991130
SPATA5	Gene	chr4	124240043	124250043
MFSD8	Gene	chr4	128871730	128881730
ABHD18	Gene	chr4	128902683	128912683
LARP1B	Gene	chr4	129119085	129129085
nonCoding25777	Noncoding	chr4	133150742	133160742
nonCoding25795	Noncoding	chr4	133427239	133437239
nonCoding25891	Noncoding	chr4	134946457	134956457
nonCoding25905	Noncoding	chr4	135190285	135220931
nonCoding25907	Noncoding	chr4	135235579	135245579
nonCoding25983	Noncoding	chr4	136510622	136520622
nonCoding26030	Noncoding	chr4	137295580	137305580
nonCoding26054	Noncoding	chr4	137590514	137600514
nonCoding26063	Noncoding	chr4	137734555	137744555
nonCoding26133	Noncoding	chr4	138674852	138684852
nonCoding26157	Noncoding	chr4	139027168	139037168
nonCoding26250	Noncoding	chr4	142304924	142314924
INPP4B	Gene	chr4	143039917	143049917
INPP4B	Gene	chr4	143189475	143219475
GAB1	Gene	chr4	144370920	144390920
ANAPC10,ABCE1,OTUD4	Gene	chr4	145806333	146067661
nonCoding26335	Noncoding	chr4	146164397	146174397
TTC29	Gene	chr4	147750294	147760294
nonCoding26391	Noncoding	chr4	147940864	147950864
nonCoding26421	Noncoding	chr4	148342589	148352589
nonCoding26427	Noncoding	chr4	148515592	148525592
nonCoding26475	Noncoding	chr4	150073386	150083386
LRBA	Gene	chr4	151455549	151465549
nonCoding26551,FBXW7	Gene	chr4	153217330	153247330
nonCoding26554	Noncoding	chr4	153479236	153489236
TMEM131L	Gene	chr4	154487320	154497320
RNF175	Gene	chr4	154656296	154666296
PDGFC	Gene	chr4	157866622	157876622
nonCoding26750	Noncoding	chr4	158464032	158474032
nonCoding26752,nonCoding26753	Noncoding	chr4	158488497	158518497
nonCoding26780	Noncoding	chr4	158935863	158975863
nonCoding26788	Noncoding	chr4	159178422	159188422
RXFP1	Gene	chr4	159323435	159344655
RXFP1	Gene	chr4	159357659	159436741
FNIP2	Gene	chr4	159732452	159781636
nonCoding26825	Noncoding	chr4	160684649	160694649
nonCoding26835	Noncoding	chr4	160831509	160841509
nonCoding26875	Noncoding	chr4	161467471	161477471
nonCoding26911	Noncoding	chr4	162006756	162016756
nonCoding27034,nonCoding27033	Noncoding	chr4	165540514	165560514
nonCoding27041,nonCoding27040	Noncoding	chr4	165641642	165661642
MSMO1	Gene	chr4	166260813	166270813
CPE	Gene	chr4	166345831	166355831
TLL1	Gene	chr4	166859046	166869046
nonCoding27087,nonCoding27088,nonCoding27089	Noncoding	chr4	167192667	167232166
nonCoding27157,nonCoding27155	Noncoding	chr4	168861940	168891940
nonCoding27159	Noncoding	chr4	168913544	168923544
nonCoding27171	Noncoding	chr4	169943143	169953143
NEK1	Gene	chr4	170378902	170486938
nonCoding27212	Noncoding	chr4	171292165	171302165
nonCoding27223	Noncoding	chr4	171480266	171490266
nonCoding27226,nonCoding27225	Noncoding	chr4	171518872	171538872
nonCoding27268	Noncoding	chr4	172168345	172178345
nonCoding27305	Noncoding	chr4	172655269	172665269
nonCoding27308	Noncoding	chr4	172685269	172695269
GALNT7	Gene	chr4	174166216	174176216
ADAM29	Gene	chr4	175767410	175777410
nonCoding27411,nonCoding27412	Noncoding	chr4	176130092	176150092
nonCoding27419	Noncoding	chr4	176239559	176249559
nonCoding27421,nonCoding27420	Noncoding	chr4	176258069	176278069
nonCoding27427	Noncoding	chr4	176356442	176366442
nonCoding27430	Noncoding	chr4	176406062	176426062
nonCoding27442	Noncoding	chr4	177224120	177234120
nonCoding27473	Noncoding	chr4	177791385	177811385
nonCoding27477	Noncoding	chr4	177857820	177867820
nonCoding27496	Noncoding	chr4	178109895	178119895
nonCoding27577	Noncoding	chr4	179515007	179525007
nonCoding27593,nonCoding27595,nonCoding27596	Noncoding	chr4	179716782	179793858
nonCoding27601,nonCoding27600,nonCoding27602	Noncoding	chr4	179827437	179862486
TENM3	Gene	chr4	183553116	183563116
STOX2	Gene	chr4	184740791	184750791
STOX2	Gene	chr4	184853597	184863597
CENPU	Gene	chr4	185627861	185647861
nonCoding28016	Noncoding	chr4	189298536	189343708
PLEKHG4B	Gene	chr5	110524	120524
SDHA,CCDC127	Gene	chr5	218640	247833
nonCoding28200	Noncoding	chr5	3075586	3085586
nonCoding28290,nonCoding28291	Noncoding	chr5	4442953	4481130
ADAMTS16	Gene	chr5	5292656	5302656
ICE1	Gene	chr5	5423188	5433188
nonCoding28368	Noncoding	chr5	5650972	5660972
ADCY2	Gene	chr5	7385620	7406804
nonCoding28485	Noncoding	chr5	8032094	8042094
MARCH6,ROPN1L	Gene	chr5	10327330	10469085
CTNND2	Gene	chr5	11794661	11804661
nonCoding28687	Noncoding	chr5	12924928	12934928
nonCoding28697,nonCoding28698,nonCoding28699,nonCoding28700	Noncoding	chr5	13039532	13127925
nonCoding28737	Noncoding	chr5	13587398	13607398
FBXL7	Gene	chr5	15517280	15527280
nonCoding28829	Noncoding	chr5	16310921	16320921
AC233724.6	Gene	chr5	17603018	17613018
nonCoding28877	Noncoding	chr5	18061583	18071583
nonCoding28901	Noncoding	chr5	18417983	18427983
nonCoding28942	Noncoding	chr5	19053160	19063160
nonCoding28945	Noncoding	chr5	19089607	19099607
CDH18	Gene	chr5	19774951	19784951
CDH12	Gene	chr5	22509077	22519077
nonCoding29064	Noncoding	chr5	23884993	23894993
CDH10	Gene	chr5	24537489	24547489
nonCoding29185	Noncoding	chr5	26133047	26143047
nonCoding29201	Noncoding	chr5	26457084	26467084
CDH9	Gene	chr5	26954637	26964637
nonCoding29338,nonCoding29339	Noncoding	chr5	29024863	29068506
nonCoding29413	Noncoding	chr5	30144389	30220053
nonCoding29430,nonCoding29431,nonCoding29432	Noncoding	chr5	30428269	30478527
nonCoding29434	Noncoding	chr5	30506138	30516138
PDZD2	Gene	chr5	31677745	31687745
ADAMTS12	Gene	chr5	33705287	33725287
RAD1,TTC23L	Gene	chr5	34875332	34915332
NIPBL	Gene	chr5	36970563	37033473
nonCoding29677,nonCoding29678,nonCoding29671,nonCoding29673,nonCoding29674	Noncoding	chr5	37927402	38094297
EGFLAM	Gene	chr5	38269823	38279823
LIFR	Gene	chr5	38490095	38500095
nonCoding29698	Noncoding	chr5	38661276	38681276
FYB1	Gene	chr5	39252158	39262158
nonCoding29725	Noncoding	chr5	39659582	39669582
nonCoding29801	Noncoding	chr5	41553114	41563114
nonCoding29812	Noncoding	chr5	41685262	41705262
OXCT1	Gene	chr5	41722348	41742348
OXCT1	Gene	chr5	41755930	41765930
OXCT1	Gene	chr5	41834965	41844965
OXCT1	Gene	chr5	41870038	41880038
ZNF131	Gene	chr5	43100480	43110480
NIM1K	Gene	chr5	43214269	43224269
CCL28	Gene	chr5	43406566	43416566
nonCoding29885,nonCoding29886	Noncoding	chr5	43898923	43923747
nonCoding29889	Noncoding	chr5	43954964	43964964
nonCoding29894	Noncoding	chr5	44029062	44039062
FGF10	Gene	chr5	44369741	44389741
nonCoding29929	Noncoding	chr5	44637075	44647075
nonCoding29932	Noncoding	chr5	44688647	44698647
nonCoding29935	Noncoding	chr5	44719319	44729319
nonCoding29953	Noncoding	chr5	44990015	45000015
nonCoding29962	Noncoding	chr5	45102278	45112278
nonCoding29967	Noncoding	chr5	45152278	45162278
HCN1	Gene	chr5	45302763	45312763
HCN1	Gene	chr5	45623806	45633806
HCN1	Gene	chr5	45643806	45653806
nonCoding29984	Noncoding	chr5	45900268	45920268
EMB	Gene	chr5	49723357	49761433
nonCoding30044	Noncoding	chr5	49947096	49983169
nonCoding30259	Noncoding	chr5	54343436	54353436
GPBP1	Gene	chr5	56473510	56572425
PDE4D	Gene	chr5	58300796	58320796
NDUFAF2	Gene	chr5	60373698	60383698
CWC27	Gene	chr5	64092844	64146324
CWC27	Gene	chr5	64224446	64234446
PTCD2	Gene	chr5	71644451	71654451
nonCoding30956	Noncoding	chr5	73864175	73874175
DMGDH	Gene	chr5	78495604	78528753
nonCoding31163	Noncoding	chr5	83807094	83837094
nonCoding31207,nonCoding31208,nonCoding31206	Noncoding	chr5	84586912	84652117
RASA1	Gene	chr5	86611338	86621338
nonCoding31329	Noncoding	chr5	86755336	86786972
nonCoding31358	Noncoding	chr5	87114118	87124118
nonCoding31435	Noncoding	chr5	88447591	88502908
nonCoding31620	Noncoding	chr5	91812852	91822852
FAM172A	Gene	chr5	93138139	93148139
FAM172A	Gene	chr5	93272820	93317313
FAM172A	Gene	chr5	93400702	93410702
KIAA0825	Gene	chr5	93517987	93527987
KIAA0825	Gene	chr5	93809339	93819339
ELL2	Gene	chr5	95263389	95273389
nonCoding31793,nonCoding31790	Noncoding	chr5	96903256	96988792
nonCoding31802,nonCoding31803	Noncoding	chr5	97056263	97179197
nonCoding31810	Noncoding	chr5	97237540	97262716
nonCoding31833	Noncoding	chr5	97633092	97643092
nonCoding31925	Noncoding	chr5	99142147	99152147
nonCoding31943	Noncoding	chr5	99527040	99537040
nonCoding31949	Noncoding	chr5	99626525	99636525
nonCoding32014,nonCoding32015	Noncoding	chr5	100938135	100959237
nonCoding32223	Noncoding	chr5	104786110	104796110
nonCoding32225	Noncoding	chr5	104811707	104821707
nonCoding32235	Noncoding	chr5	104961089	104995384
nonCoding32370	Noncoding	chr5	107905848	107915848
nonCoding32415	Noncoding	chr5	109238587	109268587
nonCoding32418	Noncoding	chr5	109285636	109295636
nonCoding32460	Noncoding	chr5	110305652	110315652
nonCoding32472	Noncoding	chr5	110867909	110877909
NREP	Gene	chr5	111262485	111282485
nonCoding32489	Noncoding	chr5	111783099	111793099
nonCoding32550	Noncoding	chr5	113324594	113334594
COMMD10	Gene	chr5	115499120	115509120
nonCoding32703	Noncoding	chr5	116679176	116689176
nonCoding32752,nonCoding32753	Noncoding	chr5	117351602	117371602
nonCoding32757,nonCoding32764,nonCoding32760,nonCoding32763,nonCoding32765,nonCoding32766,nonCoding32767,nonCoding32768,nonCoding32769,nonCoding32762,nonCoding32758	Noncoding	chr5	117402167	117628704
nonCoding32774	Noncoding	chr5	117665140	117695140
nonCoding32777	Noncoding	chr5	117734150	117744150
nonCoding32783,nonCoding32784,nonCoding32785,nonCoding32786	Noncoding	chr5	117784488	117869848
DTWD2	Gene	chr5	118169069	118179069
nonCoding32841	Noncoding	chr5	119397543	119418811
nonCoding32862	Noncoding	chr5	119729633	119739633
nonCoding32864	Noncoding	chr5	119745779	119786884
MARCH3	Gene	chr5	126244849	126319623
SLC12A2	Gene	chr5	127489643	127499643
SLC27A6	Gene	chr5	128301156	128311156
SLC27A6	Gene	chr5	128327949	128337949
CDC42SE2	Gene	chr5	130682797	130712747
AFF4	Gene	chr5	132244626	132264626
TXNDC15	Gene	chr5	134228501	134238501
PCBD2	Gene	chr5	134289297	134299297
KLHL3	Gene	chr5	137023886	137033886
PSD2	Gene	chr5	139175886	139205886
nonCoding33552	Noncoding	chr5	139449685	139459685
PURA	Gene	chr5	139493981	139503981
CYSTM1	Gene	chr5	139556653	139566653
SLC4A9	Gene	chr5	139736362	139746362
ANKHD1,ANKHD1-EIF4EBP3	Gene	chr5	139900415	139910415
nonCoding33619,ARHGAP26,nonCoding33617,nonCoding33618	Gene	chr5	142081041	142160367
ARHGAP26	Gene	chr5	142170367	142229496
ARHGAP26	Gene	chr5	142484930	142494930
NR3C1	Gene	chr5	142664620	142674620
KCTD16	Gene	chr5	143776866	143786866
nonCoding33723	Noncoding	chr5	144627324	144637324
TCERG1	Gene	chr5	145827793	145887793
PPP2R2B	Gene	chr5	146170787	146180787
nonCoding33760	Noncoding	chr5	146584771	146594771
DPYSL3	Gene	chr5	146792135	146802135
DPYSL3	Gene	chr5	146833715	146843715
SPINK14	Gene	chr5	147539381	147549381
AC011346.1	Gene	chr5	147615574	147625574
SPINK13	Gene	chr5	147644493	147674493
MYOZ3	Gene	chr5	150049248	150059248
nonCoding33876	Noncoding	chr5	151642868	151652868
nonCoding33879	Noncoding	chr5	151672868	151682868
NMUR2	Gene	chr5	151763659	151773659
MFAP3	Gene	chr5	153527879	153537879
SGCD	Gene	chr5	156093876	156103876
nonCoding34164	Noncoding	chr5	159229114	159249114
nonCoding34178	Noncoding	chr5	159925731	159935731
nonCoding34390	Noncoding	chr5	164118428	164128428
KCNIP1	Gene	chr5	170140645	170168929
RANBP17	Gene	chr5	170289357	170331543
RANBP17	Gene	chr5	170463130	170500332
HGNC:24955	Gene	chr5	173586026	173596026
NOP16,HIGD2A,ARL10,CLTB	Gene	chr5	175812245	175822245
nonCoding34830	Noncoding	chr5	178259328	178269328
nonCoding34839	Noncoding	chr5	178898469	178908469
TBC1D9B	Gene	chr5	179324069	179334069
nonCoding34857	Noncoding	chr5	180306572	180316572
GMDS	Gene	chr6	2136986	2146986
nonCoding34955	Noncoding	chr6	2535120	2545120
TUBB2B,PSMG4,nonCoding34978	Gene	chr6	3209109	3248986
ECI2	Gene	chr6	4136443	4146443
CDYL	Gene	chr6	4790730	4800730
CDYL	Gene	chr6	4842529	4890907
nonCoding35135	Noncoding	chr6	7438345	7448345
nonCoding35136	Noncoding	chr6	7456699	7466699
nonCoding35155	Noncoding	chr6	8154402	8164402
nonCoding35173,nonCoding35172	Noncoding	chr6	8451164	8471164
nonCoding35252	Noncoding	chr6	10265210	10275210
nonCoding35263	Noncoding	chr6	10645471	10669909
PAK1IP1,C6orf52	Gene	chr6	10689909	10719909
NEDD9	Gene	chr6	11332975	11352975
nonCoding35293	Noncoding	chr6	11836600	11846600
nonCoding35300	Noncoding	chr6	11941294	11951294
nonCoding35386	Noncoding	chr6	14357068	14367068
nonCoding35439	Noncoding	chr6	15190805	15200805
DTNBP1	Gene	chr6	15663330	15683330
CDKAL1	Gene	chr6	20693358	20703358
SOX4	Gene	chr6	21582097	21592097
nonCoding35960	Noncoding	chr6	28927868	28937868
nonCoding35984	Noncoding	chr6	29650358	29676451
nonCoding35989,nonCoding35991,nonCoding35992,HLA-A,nonCoding35993,nonCoding35987,nonCoding35990,nonCoding35988,nonCoding35995,HLA-G,nonCoding35986,nonCoding35994,HLA-F,nonCoding35996	Gene	chr6	29703194	29978353
nonCoding36001	Noncoding	chr6	30075213	30095213
TRIM40	Gene	chr6	30105213	30115213
nonCoding36010,nonCoding36012,nonCoding36014	Noncoding	chr6	30350427	30432164
MDC1	Gene	chr6	30668670	30678670
nonCoding36022,nonCoding36021	Noncoding	chr6	30755638	30790526
nonCoding36026	Noncoding	chr6	30800526	30820526
MUC22	Gene	chr6	30976470	30996470
nonCoding36032,nonCoding36033	Noncoding	chr6	31006470	31054976
nonCoding36039,HLA-B,nonCoding36037,nonCoding36042,nonCoding36035,nonCoding36036,nonCoding36038,MICA,nonCoding36040,nonCoding36041,nonCoding36044,CDSN,PSORS1C1,C6orf15,PSORS1C2,nonCoding36043	Gene	chr6	31073678	31444605
nonCoding36048	Noncoding	chr6	32199400	32228073
C6orf10,nonCoding36053,nonCoding36054,nonCoding36055,HLA-DQB2,nonCoding36056,nonCoding36052,nonCoding36057,nonCoding36051	Gene	chr6	32287430	32778313
